27.000704,14.916791,14.989114,59.63066,7.6464434,9.25162,69.95264,15.714729,7.508832,84.916664,58.59767,38.25049,72.55183,65.479576,44.603485,0.0
22.201931,13.181827,41.888382,65.42044,8.709707,7.4058228,66.29383,12.305791,4.619195,78.4693,74.354164,37.511086,63.322094,76.24667,39.741272,0.0
17.173677,12.102982,19.030258,55.24074,4.264728,4.865774,66.7146,13.646633,5.6571145,80.276306,77.19985,37.271557,68.79226,70.52057,38.192135,0.0
15.26802,12.954776,16.155327,75.46055,5.9024363,6.043487,93.861015,7.801362,2.1841335,104.56177,105.63097,47.91144,99.73584,95.68555,68.808334,0.0
11.131238,28.441326,29.766829,83.48609,3.5066717,4.7686276,90.27338,4.612836,0.91771036,104.36239,47.418385,70.99243,103.214195,44.61559,87.58869,0.0
18.613098,10.861187,12.065539,65.58889,4.3316207,6.6191955,95.887566,11.468032,2.7766674,105.35466,81.72945,70.52476,100.35034,77.93563,85.312904,0.0
17.685493,29.467777,22.195244,88.02184,6.2580495,5.5043855,95.54002,7.379838,2.06356,106.38133,52.175106,73.0175,104.46227,53.561405,100.63226,0.0
22.24507,23.493156,26.419748,85.83928,9.311562,4.6492515,93.33766,11.899875,3.1503923,107.653496,55.530598,64.35278,106.36602,52.113655,85.377495,0.0
22.365196,14.474951,28.05913,77.128586,7.1069,9.581291,88.21308,7.2468762,4.972613,101.25238,65.400665,43.010963,97.14909,63.50656,55.020813,0.0
15.45664,11.812852,8.053762,67.97286,6.002113,6.138402,73.28365,3.06624,5.673534,93.630035,68.41373,39.07129,89.12301,66.274506,41.99667,0.0
22.440031,10.937506,29.162502,69.97276,6.726278,4.4348397,77.82491,1.5359341,3.4276834,96.13459,77.109116,33.57351,90.75628,68.94252,34.431023,0.0
21.1521,10.879793,14.735463,62.444336,20.231594,8.5378895,67.98648,3.3937232,2.203719,83.28451,77.85852,29.0856,78.89888,67.15189,27.374895,0.0
25.639894,9.969847,13.053044,38.80845,3.8175597,3.8358793,58.72067,10.271425,5.7471824,79.902596,85.38953,36.455868,79.75917,79.888466,39.063953,0.0
22.701712,9.535473,5.6258225,47.80426,3.019265,4.8902793,64.95921,4.663189,6.1530056,87.189674,81.503204,31.953945,83.56132,70.63836,36.504192,0.0
21.821447,10.156768,16.491644,58.478848,4.48305,4.3376446,66.76972,1.7415068,4.1820755,86.00813,78.46597,31.579298,81.11907,66.16921,33.85243,0.0
21.823189,11.1371,13.049916,65.635704,5.5935535,4.355461,75.22343,3.0222237,3.7935033,92.252335,78.99293,29.432713,87.4654,62.57963,32.328056,0.0
24.136497,12.455089,23.685852,65.74367,2.8383193,4.367989,73.84362,1.1841526,3.702504,93.39742,74.61278,33.352287,84.69903,64.00419,35.45511,0.0
21.527811,12.74078,9.85559,75.34478,7.5965543,5.4112306,82.29339,8.206767,3.087886,94.8047,83.2149,34.849033,87.036545,76.00338,37.559307,0.0
27.76906,13.174979,19.540089,74.58033,9.160073,7.872359,80.60738,6.868557,2.8510234,96.663895,72.67413,30.82051,92.067856,66.9904,31.919027,0.0
25.928415,18.277367,30.835014,26.445053,2.3387272,11.281373,81.19738,7.155751,6.081639,95.37191,70.27674,31.86111,88.58375,68.619484,37.088768,0.0
21.989851,13.181205,23.842737,74.86288,11.076527,8.047276,85.49127,5.493281,2.5115645,99.438774,67.39868,36.571754,89.79685,69.235466,39.69994,0.0
22.512854,15.452885,29.789183,82.26755,13.081109,7.32891,89.997185,13.780912,4.789399,105.45034,70.52641,42.428684,100.26512,70.90426,53.7525,0.0
24.36523,16.293282,12.0267725,77.40024,8.776713,8.125602,96.75657,14.238249,5.724228,109.5144,67.82258,44.606556,106.35046,67.02895,54.55952,0.0
19.814657,14.9129,23.244091,88.983955,8.031712,7.6563287,100.368576,5.962216,3.9208393,117.186584,54.342262,34.62837,117.18489,51.075962,43.46888,0.0
22.708673,12.350624,20.483103,86.736084,7.0435658,8.803307,93.59048,7.19747,4.7854943,109.58175,63.570637,29.513485,109.17829,59.40396,36.517128,0.0
20.968029,14.909361,37.287052,80.0822,6.5787363,6.054909,94.14588,4.628446,2.1840045,112.809494,69.705666,32.189087,112.4191,60.84913,40.753086,0.0
27.93748,22.163492,33.717716,67.997986,5.427473,6.899982,80.89308,2.766644,3.8920088,103.89908,70.98082,32.889442,102.69629,70.953476,37.187416,0.0
18.082214,10.283694,26.47462,65.79952,5.6706004,6.561719,74.08128,1.3335419,6.8691006,99.140144,73.46409,30.0068,99.26404,70.21635,34.743633,0.0
